FRT_FID	TEQ_NUMMER
4875	25100300032
4876	25100300019
4877	25100300052
4878	25100300023
4879	25100300027
4880	25100300021
4881	25100300036
4882	25100300025
4883	2100300023
4884	2100300159
4885	2100300144
4886	2100300129
4887	2100300182
4888	2100300081
4889	2100300087
4890	2100300095
4891	2100300117
4892	2100300059
4893	2100300031
4894	2100300123
4895	2100300131
4896	2100300027
4897	2100300142
4898	2100300136
4899	2100300069
4900	2100300188
4901	2100300099
4902	2100300067
4903	2100300085
4904	2100300161
4905	2100300153
4906	2100300113
4907	2100300091
4908	2100300071
4909	2100300138
4910	2100300157
4911	2100300063
4912	2100300178
4913	2100300093
4914	2100300043
4915	2100300168
4916	2100300037
4917	2100300125
4918	2100300184
4919	2100300121
4920	2100300053
4921	2100300039
4922	2100300045
4923	2100300133
4924	2100300174
4925	2100300176
4926	2100300166
4927	2100300172
4928	2100300049
4929	2100300180
4930	2100300025
4931	2100300021
4932	2100300127
4933	2100300047
4934	2100300079
4935	2100300029
4936	2100300115
4937	2100300111
4938	2100300101
4939	2100300140
4940	2100300155
4941	2100300041
4942	2100300019
4943	2100300097
4944	2100300146
4945	2100300075
4946	2100300186
4947	2100300192
4948	2100300033
4949	2100300089
4950	2100300103
4951	2100300073
4952	2100300170
4953	2100300055
4954	2100300035
4955	2100300061
4956	2100300105
4957	2100300065
4958	2100300057
4959	2100300119
4960	2100300148
4961	2100300077
4962	2100300107
4963	7100300023
4964	7100300159
4965	7100300144
4966	7100300129
4967	7100300182
4968	7100300081
4969	7100300087
4970	7100300095
4971	7100300117
4972	7100300059
4973	7100300031
4974	7100300123
4975	7100300131
4976	7100300027
4977	7100300142
4978	7100300136
4979	7100300069
4980	7100300188
4981	7100300099
4982	7100300067
4983	7100300085
4984	7100300161
4985	7100300153
4986	7100300113
4987	7100300091
4988	7100300071
4989	7100300138
4990	7100300157
4991	7100300063
4992	7100300178
4993	7100300093
4994	7100300043
4995	7100300168
4996	7100300037
4997	7100300125
4998	7100300184
4999	7100300121
5000	7100300053
5001	7100300039
5002	7100300045
5003	7100300133
5004	7100300174
5005	7100300176
5006	7100300166
5007	7100300172
5008	7100300049
5009	7100300180
5010	7100300025
5011	7100300021
5012	7100300127
5013	7100300047
5014	7100300079
5015	7100300029
5016	7100300115
5017	7100300111
5018	7100300101
5019	7100300140
5020	7100300155
5021	7100300041
5022	7100300019
5023	7100300097
5024	7100300146
5025	7100300075
5026	7100300186
5027	7100300192
5028	7100300033
5029	7100300089
5030	7100300103
5031	7100300073
5032	7100300170
5033	7100300055
5034	7100300035
5035	7100300061
5036	7100300105
5037	7100300065
5038	7100300057
5039	7100300119
5040	7100300148
5041	7100300077
5042	7100300107
5043	4100300023
5044	4100300159
5045	4100300144
5046	4100300129
5047	4100300182
5048	4100300081
5049	4100300087
5050	4100300095
5051	4100300117
5052	4100300059
5053	4100300031
5054	4100300123
5055	4100300131
5056	4100300027
5057	4100300142
5058	4100300136
5059	4100300069
5060	4100300188
5061	4100300099
5062	4100300067
5063	4100300085
5064	4100300161
5065	4100300153
5066	4100300113
5067	4100300091
5068	4100300071
5069	4100300138
5070	4100300157
5071	4100300063
5072	4100300178
5073	4100300093
5074	4100300043
5075	4100300168
5076	4100300037
5077	4100300125
5078	4100300184
5079	4100300121
5080	4100300053
5081	4100300039
5082	4100300045
5083	4100300133
5084	4100300174
5085	4100300176
5086	4100300166
5087	4100300172
5088	4100300049
5089	4100300180
5090	4100300025
5091	4100300021
5092	4100300127
5093	4100300047
5094	4100300079
5095	4100300029
5096	4100300115
5097	4100300111
5098	4100300101
5099	4100300140
5100	4100300155
5101	4100300041
5102	4100300019
5103	4100300097
5104	4100300146
5105	4100300075
5106	4100300186
5107	4100300192
5108	4100300033
5109	4100300089
5110	4100300103
5111	4100300073
5112	4100300170
5113	4100300055
5114	4100300035
5115	4100300061
5116	4100300105
5117	4100300065
5118	4100300057
5119	4100300119
5120	4100300148
5121	4100300077
5122	4100300107
5123	5100300023
5124	5100300159
5125	5100300144
5126	5100300129
5127	5100300182
5128	5100300081
5129	5100300087
5130	5100300095
5131	5100300117
5132	5100300059
5133	5100300031
5134	5100300123
5135	5100300131
5136	5100300027
5137	5100300142
5138	5100300136
5139	5100300069
5140	5100300188
5141	5100300099
5142	5100300067
5143	5100300085
5144	5100300161
5145	5100300153
5146	5100300113
5147	5100300091
5148	5100300071
5149	5100300138
5150	5100300157
5151	5100300063
5152	5100300178
5153	5100300093
5154	5100300043
5155	5100300168
5156	5100300037
5157	5100300125
5158	5100300184
5159	5100300121
5160	5100300053
5161	5100300039
5162	5100300045
5163	5100300133
5164	5100300174
5165	5100300176
5166	5100300166
5167	5100300172
5168	5100300049
5169	5100300180
5170	5100300025
5171	5100300021
5172	5100300127
5173	5100300047
5174	5100300079
5175	5100300029
5176	5100300115
5177	5100300111
5178	5100300101
5179	5100300140
5180	5100300155
5181	5100300041
5182	5100300019
5183	5100300097
5184	5100300146
5185	5100300075
5186	5100300186
5187	5100300192
5188	5100300033
5189	5100300089
5190	5100300103
5191	5100300073
5192	5100300170
5193	5100300055
5194	5100300035
5195	5100300061
5196	5100300105
5197	5100300065
5198	5100300057
5199	5100300119
5200	5100300148
5201	5100300077
5202	5100300107
5203	41100300003
5204	41100300007
5205	41100300005
5206	41100300013
5207	41100300042
5208	41100300050
5209	41100300015
5210	41100300048
5211	41100300054
5212	41100300046
5213	41100300038
5214	41100300040
5215	41100300044
5216	41100300017
5217	41100300009
5218	41100300034
5219	41100300011
5220	41100300032
5221	41100300019
5222	41100300052
5223	41100300023
5224	41100300027
5225	41100300021
5226	41100300036
5227	41100300025
5228	42100300160
5229	42100300176
5230	42100300057
5231	42100300043
5232	42100300172
5233	42100300154
5234	42100300069
5235	42100300033
5236	42100300103
5237	42100300089
5238	42100300162
5239	42100300137
5240	42100300059
5241	42100300115
5242	42100300170
5243	42100300013
5244	42100300061
5245	42100300139
5246	42100300053
5247	42100300029
5248	42100300166
5249	42100300083
5250	42100300047
5251	42100300131
5252	42100300097
5253	42100300145
5254	42100300133
5255	42100300119
5256	42100300071
5257	42100300121
5258	42100300019
5259	42100300105
5260	42100300081
5261	42100300107
5262	42100300049
5263	42100300051
5264	42100300109
5265	42100300023
5266	42100300079
5267	42100300021
5268	42100300113
5269	42100300147
5270	42100300087
5271	42100300149
5272	42100300067
5273	42100300015
5274	42100300075
5275	42100300135
5276	42100300031
5277	42100300095
5278	42100300127
5279	42100300065
5280	42100300174
5281	42100300123
5282	42100300129
5283	42100300143
5284	42100300055
5285	42100300158
5286	42100300101
5287	42100300156
5288	42100300027
5289	42100300017
5290	42100300039
5291	42100300168
5292	42100300077
5293	42100300085
5294	42100300180
5295	42100300111
5296	42100300009
5297	42100300091
5298	42100300141
5299	42100300045
5300	42100300025
5301	42100300035
5302	42100300037
5303	42100300063
5304	42100300093
5305	42100300164
5306	42100300117
5307	42100300011
5308	47100300035
5309	47100300025
5310	47100300037
5311	47100300091
5312	47100300141
5313	47100300075
5314	47100300135
5315	47100300127
5316	47100300009
5317	47100300045
5318	47100300111
5319	47100300015
5320	47100300031
5321	47100300101
5322	47100300156
5323	47100300027
5324	47100300039
5325	47100300168
5326	47100300021
5327	47100300113
5328	47100300017
5329	47100300093
5330	47100300063
5331	47100300077
5332	47100300085
5333	47100300180
5334	47100300023
5335	47100300079
5336	47100300143
5337	47100300065
5338	47100300174
5339	47100300123
5340	47100300129
5341	47100300055
5342	47100300019
5343	47100300105
5344	47100300158
5345	47100300147
5346	47100300087
5347	47100300095
5348	47100300051
5349	47100300109
5350	47100300149
5351	47100300067
5352	47100300081
5353	47100300107
5354	47100300049
5355	47100300071
5356	47100300121
5357	47100300119
5358	47100300131
5359	47100300047
5360	47100300053
5361	47100300097
5362	47100300133
5363	47100300145
5364	47100300176
5365	47100300162
5366	47100300089
5367	47100300103
5368	47100300170
5369	47100300013
5370	47100300164
5371	47100300043
5372	47100300154
5373	47100300069
5374	47100300172
5375	47100300033
5376	47100300160
5377	47100300061
5378	47100300139
5379	47100300115
5380	47100300029
5381	47100300166
5382	47100300083
5383	47100300117
5384	47100300011
5385	47100300057
5386	47100300137
5387	47100300059
5388	70100300052
5389	70100300025
5390	70100300023
5391	70100300027
5392	70100300021
5393	70100300036
5394	70100300019
5395	70100300032
5396	70100300011
5397	70100300017
5398	70100300034
5399	70100300050
5400	70100300015
5401	70100300003
5402	70100300009
5403	70100300007
5404	70100300054
5405	70100300046
5406	70100300048
5407	70100300044
5408	70100300005
5409	70100300013
5410	70100300042
5411	70100300038
5412	70100300040
5436	1100300154
5437	1100300056
5438	1100300181
5439	1100300044
5440	1100300156
5441	1100300120
5442	1100300112
5443	1100300128
5444	1100300024
5445	1100300147
5446	1100300141
5447	1100300086
5448	1100300026
5449	1100300118
5450	1100300038
5451	1100300080
5452	1100300036
5453	1100300060
5454	1100300070
5455	1100300042
5456	1100300046
5457	1100300173
5458	1100300162
5459	1100300114
5460	1100300098
5461	1100300106
5462	1100300054
5463	1100300167
5464	1100300165
5465	1100300102
5466	1100300137
5467	1100300122
5468	1100300104
5469	1100300145
5470	1100300179
5471	1100300149
5472	1100300191
5473	1100300032
5474	1100300088
5475	1100300116
5476	1100300158
5477	1100300030
5478	1100300169
5479	1100300058
5480	1100300092
5481	1100300189
5482	1100300072
5483	1100300090
5484	1100300068
5485	1100300064
5486	1100300078
5487	1100300143
5488	1100300139
5489	1100300171
5490	1100300175
5491	1100300160
5492	1100300100
5493	1100300132
5494	1100300018
5495	1100300110
5496	1100300084
5497	1100300062
5498	1100300028
5499	1100300124
5500	1100300187
5501	1100300074
5502	1100300094
5503	1100300076
5504	1100300034
5505	1100300066
5506	1100300020
5507	1100300040
5508	1100300048
5509	1100300183
5510	1100300152
5511	1100300185
5512	1100300126
5513	1100300052
5514	1100300130
5515	1100300096
5516	1100300015
5517	1100300022
5518	1100300177
5520	25100300022
5521	25100300006
5522	25100300049
5523	25100300047
5524	25100300012
5525	25100300004
5526	25100300053
5527	25100300031
5528	25100300024
5529	25100300028
5530	25100300010
5531	25100300033
5532	25100300014
5533	25100300026
5534	25100300035
5535	25100300016
5536	25100300037
5537	25100300039
5538	25100300018
5539	25100300008
5540	25100300002
5541	25100300045
5542	25100300020
5543	25100300043
5544	25100300051
5545	25100300041
5546	2100300130
5547	2100300096
5548	2100300020
5549	2100300185
5550	2100300126
5551	2100300152
5552	2100300052
5553	2100300183
5554	2100300040
5555	2100300048
5556	2100300094
5557	2100300076
5558	2100300074
5559	2100300062
5560	2100300028
5561	2100300066
5562	2100300034
5563	2100300160
5564	2100300100
5565	2100300175
5566	2100300132
5567	2100300018
5568	2100300191
5569	2100300116
5570	2100300158
5571	2100300139
5572	2100300171
5573	2100300030
5574	2100300110
5575	2100300084
5576	2100300137
5577	2100300032
5578	2100300102
5579	2100300064
5580	2100300088
5581	2100300068
5582	2100300149
5583	2100300092
5584	2100300189
5585	2100300169
5586	2100300058
5587	2100300072
5588	2100300165
5589	2100300090
5590	2100300187
5591	2100300124
5592	2100300078
5593	2100300122
5594	2100300143
5595	2100300145
5596	2100300179
5597	2100300114
5598	2100300098
5599	2100300104
5600	2100300118
5601	2100300038
5602	2100300086
5603	2100300026
5604	2100300173
5605	2100300024
5606	2100300147
5607	2100300141
5608	2100300162
5609	2100300070
5610	2100300042
5611	2100300046
5612	2100300060
5613	2100300106
5614	2100300167
5615	2100300054
5616	2100300036
5617	2100300080
5618	2100300056
5619	2100300156
5620	2100300120
5621	2100300181
5622	2100300015
5623	2100300022
5624	2100300177
5625	2100300112
5626	2100300128
5627	2100300044
5629	2100300154
5630	7100300130
5631	7100300096
5632	7100300020
5633	7100300185
5634	7100300126
5635	7100300152
5636	7100300052
5637	7100300183
5638	7100300040
5639	7100300048
5640	7100300094
5641	7100300076
5642	7100300074
5643	7100300062
5644	7100300028
5645	7100300066
5646	7100300034
5647	7100300160
5648	7100300100
5649	7100300175
5650	7100300132
5651	7100300018
5652	7100300191
5653	7100300116
5654	7100300158
5655	7100300139
5656	7100300171
5657	7100300030
5658	7100300110
5659	7100300084
5660	7100300137
5661	7100300032
5662	7100300102
5663	7100300064
5664	7100300088
5665	7100300068
5666	7100300149
5667	7100300092
5668	7100300189
5669	7100300169
5670	7100300058
5671	7100300072
5672	7100300165
5673	7100300090
5674	7100300187
5675	7100300124
5676	7100300078
5677	7100300122
5678	7100300143
5679	7100300145
5680	7100300179
5681	7100300114
5682	7100300098
5683	7100300104
5684	7100300118
5685	7100300038
5686	7100300086
5687	7100300026
5688	7100300173
5689	7100300024
5690	7100300147
5691	7100300141
5692	7100300162
5693	7100300070
5694	7100300042
5695	7100300046
5696	7100300060
5697	7100300106
5698	7100300167
5699	7100300054
5700	7100300036
5701	7100300080
5702	7100300056
5703	7100300156
5704	7100300120
5705	7100300181
5706	7100300015
5707	7100300022
5708	7100300177
5709	7100300112
5710	7100300128
5711	7100300044
5713	7100300154
5714	4100300130
5715	4100300096
5716	4100300020
5717	4100300185
5718	4100300126
5719	4100300152
5720	4100300052
5721	4100300183
5722	4100300040
5723	4100300048
5724	4100300094
5725	4100300076
5726	4100300074
5727	4100300062
5728	4100300028
5729	4100300066
5730	4100300034
5731	4100300160
5732	4100300100
5733	4100300175
5734	4100300132
5735	4100300018
5736	4100300191
5737	4100300116
5738	4100300158
5739	4100300139
5740	4100300171
5741	4100300030
5742	4100300110
5743	4100300084
5744	4100300137
5745	4100300032
5746	4100300102
5747	4100300064
5748	4100300088
5749	4100300068
5750	4100300149
5751	4100300092
5752	4100300189
5753	4100300169
5754	4100300058
5755	4100300072
5756	4100300165
5757	4100300090
5758	4100300187
5759	4100300124
5760	4100300078
5761	4100300122
5762	4100300143
5763	4100300145
5764	4100300179
5765	4100300114
5766	4100300098
5767	4100300104
5768	4100300118
5769	4100300038
5770	4100300086
5771	4100300026
5772	4100300173
5773	4100300024
5774	4100300147
5775	4100300141
5776	4100300162
5777	4100300070
5778	4100300042
5779	4100300046
5780	4100300060
5781	4100300106
5782	4100300167
5783	4100300054
5784	4100300036
5785	4100300080
5786	4100300056
5787	4100300156
5788	4100300120
5789	4100300181
5790	4100300015
5791	4100300022
5792	4100300177
5793	4100300112
5794	4100300128
5795	4100300044
5797	4100300154
5798	5100300130
5799	5100300096
5800	5100300020
5801	5100300185
5802	5100300126
5803	5100300152
5804	5100300052
5805	5100300183
5806	5100300040
5807	5100300048
5808	5100300094
5809	5100300076
5810	5100300074
5811	5100300062
5812	5100300028
5813	5100300066
5814	5100300034
5815	5100300160
5816	5100300100
5817	5100300175
5818	5100300132
5819	5100300018
5820	5100300191
5821	5100300116
5822	5100300158
5823	5100300139
5824	5100300171
5825	5100300030
5826	5100300110
5827	5100300084
5828	5100300137
5829	5100300032
5830	5100300102
5831	5100300064
5832	5100300088
5833	5100300068
5834	5100300149
5835	5100300092
5836	5100300189
5837	5100300169
5838	5100300058
5839	5100300072
5840	5100300165
5841	5100300090
5842	5100300187
5843	5100300124
5844	5100300078
5845	5100300122
5846	5100300143
5847	5100300145
5848	5100300179
5849	5100300114
5850	5100300098
5851	5100300104
5852	5100300118
5853	5100300038
5854	5100300086
5855	5100300026
5856	5100300173
5857	5100300024
5858	5100300147
5859	5100300141
5860	5100300162
5861	5100300070
5862	5100300042
5863	5100300046
5864	5100300060
5865	5100300106
5866	5100300167
5867	5100300054
5868	5100300036
5869	5100300080
5870	5100300056
5871	5100300156
5872	5100300120
5873	5100300181
5874	5100300015
5875	5100300022
5876	5100300177
5877	5100300112
5878	5100300128
5879	5100300044
5881	5100300154
5882	41100300022
5883	41100300006
5884	41100300049
5885	41100300047
5886	41100300012
5887	41100300004
5888	41100300053
5889	41100300031
5890	41100300024
5891	41100300028
5892	41100300010
5893	41100300033
5894	41100300014
5895	41100300026
5896	41100300035
5897	41100300016
5898	41100300037
5899	41100300039
5900	41100300018
5901	41100300008
5902	41100300002
5903	41100300045
5904	41100300020
5905	41100300043
5906	41100300051
5907	41100300041
5908	42100300078
5909	42100300106
5910	42100300132
5911	42100300062
5912	42100300052
5913	42100300058
5914	42100300022
5915	42100300100
5916	42100300018
5917	42100300114
5918	42100300146
5919	42100300167
5920	42100300150
5921	42100300020
5922	42100300080
5923	42100300054
5924	42100300005
5925	42100300173
5926	42100300177
5927	42100300082
5928	42100300074
5929	42100300144
5930	42100300042
5931	42100300116
5932	42100300140
5933	42100300159
5935	42100300012
5936	42100300165
5937	42100300179
5938	42100300086
5939	42100300090
5940	42100300120
5941	42100300122
5942	42100300008
5943	42100300134
5944	42100300163
5945	42100300030
5946	42100300070
5947	42100300118
5948	42100300060
5949	42100300014
5950	42100300148
5951	42100300102
5952	42100300112
5953	42100300092
5954	42100300138
5955	42100300064
5956	42100300126
5957	42100300046
5958	42100300038
5959	42100300142
5960	42100300096
5961	42100300153
5962	42100300094
5963	42100300044
5964	42100300155
5965	42100300056
5966	42100300026
5967	42100300108
5968	42100300028
5969	42100300171
5970	42100300130
5971	42100300110
5972	42100300136
5973	42100300050
5974	42100300104
5975	42100300088
5976	42100300032
5977	42100300036
5978	42100300161
5979	42100300034
5980	42100300169
5981	42100300066
5982	42100300084
5983	42100300024
5984	42100300128
5985	42100300010
5986	42100300076
5987	42100300016
5988	42100300157
5989	42100300048
5990	42100300068
5991	42100300175
5992	47100300136
5993	47100300169
5994	47100300128
5995	47100300010
5996	47100300084
5997	47100300066
5998	47100300024
5999	47100300104
6000	47100300088
6001	47100300032
6002	47100300036
6003	47100300161
6004	47100300034
6005	47100300112
6006	47100300092
6007	47100300138
6008	47100300126
6009	47100300094
6010	47100300044
6011	47100300155
6012	47100300171
6013	47100300038
6014	47100300076
6015	47100300016
6016	47100300050
6017	47100300108
6018	47100300028
6019	47100300070
6020	47100300026
6021	47100300060
6022	47100300064
6023	47100300096
6024	47100300153
6025	47100300046
6026	47100300142
6027	47100300102
6028	47100300014
6029	47100300148
6030	47100300130
6031	47100300110
6032	47100300118
6033	47100300056
6034	47100300030
6035	47100300179
6037	47100300012
6038	47100300165
6039	47100300080
6040	47100300120
6041	47100300086
6042	47100300090
6043	47100300122
6044	47100300008
6045	47100300134
6046	47100300163
6047	47100300052
6048	47100300167
6049	47100300146
6050	47100300150
6051	47100300100
6052	47100300018
6053	47100300114
6054	47100300005
6055	47100300173
6056	47100300116
6057	47100300042
6058	47100300157
6059	47100300048
6060	47100300058
6061	47100300078
6062	47100300022
6063	47100300106
6064	47100300132
6065	47100300062
6066	47100300082
6067	47100300177
6068	47100300054
6069	47100300140
6070	47100300159
6071	47100300074
6072	47100300144
6073	47100300020
6074	47100300068
6075	47100300175
6076	70100300043
6077	70100300002
6078	70100300016
6079	70100300037
6080	70100300039
6081	70100300018
6082	70100300008
6083	70100300051
6084	70100300041
6085	70100300020
6086	70100300045
6087	70100300014
6088	70100300049
6089	70100300033
6090	70100300006
6091	70100300026
6092	70100300035
6093	70100300022
6094	70100300053
6095	70100300031
6096	70100300024
6097	70100300028
6098	70100300010
6099	70100300004
6100	70100300047
6101	70100300012
6102	6100300070
6104	6100300028
6105	6100300099
6106	6100300062
6107	6100300113
6108	6100300087
6109	6100300085
6110	6100300013
6111	6100300101
6112	6100300056
6113	6100300076
6114	6100300034
6115	6100300129
6116	6100300091
6117	6100300060
6118	6100300018
6119	6100300125
6120	6100300016
6121	6100300147
6122	6100300072
6123	6100300139
6125	6100300058
6126	6100300046
6127	6100300109
6128	6100300095
6129	6100300026
6130	6100300141
6131	6100300119
6132	6100300066
6133	6100300123
6134	6100300054
6135	6100300022
6136	6100300032
6137	6100300115
6138	6100300133
6139	6100300143
6140	6100300131
6141	6100300135
6142	6100300137
6143	6100300074
6144	6100300117
6145	6100300111
6146	6100300052
6147	6100300048
6148	6100300040
6149	6100300082
6150	6100300127
6151	6100300080
6152	6100300030
6153	6100300064
6154	6100300107
6155	6100300093
6156	6100300089
6157	6100300044
6158	6100300149
6159	6100300145
6160	6100300105
6161	6100300020
6162	6100300024
6163	6100300050
6164	6100300121
6165	6100300042
6166	6100300038
6167	6100300078
6168	6100300103
6169	111100070
6170	111100039
6171	111100059
6172	111100088
6173	111100051
6174	111100080
6175	111100004
6176	111100090
6177	111100053
6178	111100030
6179	111100018
6180	111100072
6181	111100041
6182	111100061
6183	111100022
6185	111100035
6186	111100078
6187	111100008
6188	111100028
6189	111100016
6190	111100084
6191	111100082
6192	111100012
6193	111100032
6194	111100047
6195	111100020
6196	111100074
6197	111100043
6198	111100055
6199	111100076
6200	111100006
6201	111100010
6202	111100086
6203	111100049
6204	111100026
6205	111100024
6206	111100068
6207	111100037
6208	111100057
6209	211100090
6210	211100010
6211	211100086
6212	211100049
6213	211100026
6214	211100024
6215	211100068
6216	211100076
6217	211100006
6218	211100037
6219	211100057
6220	211100004
6221	211100053
6222	211100030
6223	211100018
6224	211100072
6225	211100041
6226	211100061
6227	211100022
6229	211100035
6230	211100078
6231	211100008
6232	211100028
6233	211100016
6234	211100084
6235	211100082
6236	211100012
6237	211100032
6238	211100047
6239	211100020
6240	211100074
6241	211100043
6242	211100055
6243	211100070
6244	211100039
6245	211100059
6246	211100088
6247	211100051
6248	211100080
6249	711100090
6250	711100010
6251	711100086
6252	711100049
6253	711100026
6254	711100024
6255	711100068
6256	711100076
6257	711100006
6258	711100037
6259	711100057
6260	711100004
6261	711100053
6262	711100030
6263	711100018
6264	711100072
6265	711100041
6266	711100061
6267	711100022
6269	711100035
6270	711100078
6271	711100008
6272	711100028
6273	711100016
6274	711100084
6275	711100082
6276	711100012
6277	711100032
6278	711100047
6279	711100020
6280	711100074
6281	711100043
6282	711100055
6283	711100070
6284	711100039
6285	711100059
6286	711100088
6287	711100051
6288	711100080
6289	411100090
6290	411100010
6291	411100086
6292	411100049
6293	411100026
6294	411100024
6295	411100068
6296	411100076
6297	411100006
6298	411100037
6299	411100057
6300	411100004
6301	411100053
6302	411100030
6303	411100018
6304	411100072
6305	411100041
6306	411100061
6307	411100022
6309	411100035
6310	411100078
6311	411100008
6312	411100028
6313	411100016
6314	411100084
6315	411100082
6316	411100012
6317	411100032
6318	411100047
6319	411100020
6320	411100074
6321	411100043
6322	411100055
6323	411100070
6324	411100039
6325	411100059
6326	411100088
6327	411100051
6328	411100080
6329	511100090
6330	511100010
6331	511100086
6332	511100049
6333	511100026
6334	511100024
6335	511100068
6336	511100076
6337	511100006
6338	511100037
6339	511100057
6340	511100004
6341	511100053
6342	511100030
6343	511100018
6344	511100072
6345	511100041
6346	511100061
6347	511100022
6349	511100035
6350	511100078
6351	511100008
6352	511100028
6353	511100016
6354	511100084
6355	511100082
6356	511100012
6357	511100032
6358	511100047
6359	511100020
6360	511100074
6361	511100043
6362	511100055
6363	511100070
6364	511100039
6365	511100059
6366	511100088
6367	511100051
6368	511100080
6369	4211100008
6370	4211100027
6371	4211100019
6372	4211100069
6373	4211100038
6374	4211100058
6375	4211100087
6376	4211100050
6377	4211100079
6378	4211100010
6379	4211100029
6380	4211100021
6381	4211100071
6382	4211100040
6383	4211100052
6384	4211100081
6385	4211100044
6386	4211100073
6387	4211100004
6388	4211100023
6389	4211100015
6390	4211100065
6391	4211100034
6392	4211100054
6393	4211100083
6394	4211100046
6395	4211100002
6396	4211100013
6397	4211100063
6398	4211100032
6399	4211100075
6400	4211100006
6401	4211100025
6402	4211100017
6403	4211100067
6404	4211100036
6405	4211100056
6406	4211100085
6407	4211100048
6408	4211100077
6409	4711100008
6410	4711100002
6411	4711100013
6412	4711100063
6413	4711100032
6414	4711100075
6415	4711100006
6416	4711100025
6417	4711100017
6418	4711100067
6419	4711100036
6420	4711100056
6421	4711100085
6422	4711100048
6423	4711100077
6424	4711100027
6425	4711100019
6426	4711100069
6427	4711100038
6428	4711100058
6429	4711100087
6430	4711100050
6431	4711100079
6432	4711100010
6433	4711100029
6434	4711100021
6435	4711100071
6436	4711100040
6437	4711100052
6438	4711100081
6439	4711100044
6440	4711100073
6441	4711100004
6442	4711100023
6443	4711100015
6444	4711100065
6445	4711100034
6446	4711100054
6447	4711100083
6448	4711100046
6449	111100023
6450	111100067
6451	111100036
6452	111100056
6453	111100052
6454	111100081
6455	111100011
6456	111100031
6458	111100073
6459	111100042
6460	111100062
6461	111100091
6462	111100083
6463	111100013
6464	111100033
6465	111100054
6466	111100021
6467	111100065
6468	111100025
6469	111100040
6470	111100060
6471	111100089
6472	111100005
6473	111100038
6474	111100058
6475	111100085
6476	111100048
6477	111100077
6478	111100007
6479	111100027
6480	111100029
6481	111100017
6482	111100071
6483	111100087
6484	111100050
6485	111100079
6486	111100009
6487	111100069
6488	211100029
6489	211100017
6490	211100069
6491	211100050
6492	211100079
6493	211100009
6494	211100077
6495	211100007
6496	211100027
6497	211100071
6498	211100087
6499	211100085
6500	211100048
6501	211100038
6502	211100058
6503	211100052
6504	211100081
6505	211100011
6506	211100031
6508	211100073
6509	211100042
6510	211100062
6511	211100091
6512	211100083
6513	211100013
6514	211100033
6515	211100054
6516	211100005
6517	211100025
6518	211100040
6519	211100060
6520	211100089
6521	211100023
6522	211100067
6523	211100036
6524	211100056
6525	211100021
6526	211100065
6527	711100029
6528	711100017
6529	711100069
6530	711100050
6531	711100079
6532	711100009
6533	711100077
6534	711100007
6535	711100027
6536	711100071
6537	711100087
6538	711100085
6539	711100048
6540	711100038
6541	711100058
6542	711100052
6543	711100081
6544	711100011
6545	711100031
6552	711100073
6553	711100042
6554	711100062
6555	711100091
6556	711100083
6557	711100013
6558	711100033
6559	711100054
6560	711100005
6561	711100025
6562	711100040
6563	711100060
6564	711100089
6565	711100023
6566	711100067
6567	711100036
6568	711100056
6569	711100021
6570	711100065
6571	411100029
6572	411100017
6573	411100069
6574	411100050
6575	411100079
6576	411100009
6577	411100077
6578	411100007
6579	411100027
6580	411100071
6581	411100087
6582	411100085
6583	411100048
6584	411100038
6585	411100058
6586	411100052
6587	411100081
6588	411100011
6589	411100031
6591	411100073
6592	411100042
6593	411100062
6594	411100091
6595	411100083
6596	411100013
6597	411100033
6598	411100054
6599	411100005
6600	411100025
6601	411100040
6602	411100060
6603	411100089
6604	411100023
6605	411100067
6606	411100036
6607	411100056
6608	411100021
6609	411100065
6610	511100029
6611	511100017
6612	511100069
6613	511100050
6614	511100079
6615	511100009
6616	511100077
6617	511100007
6618	511100027
6619	511100071
6620	511100087
6621	511100085
6622	511100048
6623	511100038
6624	511100058
6625	511100052
6626	511100081
6627	511100011
6628	511100031
6630	511100073
6631	511100042
6632	511100062
6633	511100091
6634	511100083
6635	511100013
6636	511100033
6637	511100054
6638	511100005
6639	511100025
6640	511100040
6641	511100060
6642	511100089
6643	511100023
6644	511100067
6645	511100036
6646	511100056
6647	511100021
6648	511100065
6649	4211100007
6650	4211100066
6651	4211100035
6652	4211100055
6653	4211100084
6654	4211100047
6655	4211100076
6656	4211100082
6657	4211100045
6658	4211100074
6659	4211100005
6660	4211100024
6661	4211100026
6662	4211100018
6663	4211100068
6664	4211100003
6665	4211100014
6666	4211100064
6667	4211100033
6668	4211100053
6669	4211100022
6670	4211100062
6671	4211100016
6672	4211100037
6673	4211100057
6674	4211100086
6675	4211100049
6676	4211100078
6677	4211100009
6678	4211100028
6679	4211100020
6680	4211100070
6681	4211100039
6682	4211100059
6683	4211100088
6684	4211100080
6685	4211100011
6686	4211100030
6687	4211100051
6688	4711100022
6689	4711100062
6690	4711100016
6691	4711100037
6692	4711100057
6693	4711100086
6694	4711100049
6695	4711100078
6696	4711100009
6697	4711100028
6698	4711100020
6699	4711100070
6700	4711100039
6701	4711100059
6702	4711100088
6703	4711100080
6704	4711100011
6705	4711100030
6706	4711100051
6707	4711100014
6708	4711100064
6709	4711100033
6710	4711100053
6711	4711100066
6712	4711100035
6713	4711100055
6714	4711100084
6715	4711100047
6716	4711100076
