FRT_FID	TEQ_NUMMER
467	5100100023
468	5100100051
469	5100100043
470	5100100055
471	5100100063
472	5100100021
473	5100100073
474	7100100014
475	7100100030
476	7100100012
477	7100100078
478	7100100054
479	7100100121
480	7100100024
481	7100100103
482	7100100026
483	7100100089
484	7100100101
485	7100100056
486	4100100066
489	4100100080
490	4100100060
493	4100100091
494	4100100117
495	4100100044
497	4100100058
498	4100100109
500	4100100062
501	4100100111
502	4100100074
503	4100100113
504	4100100076
506	4100100105
508	4100100093
509	4100100115
510	4100100068
511	4100100099
514	4100100070
515	4100100107
517	4100100097
518	4100100119
520	4100100082
521	4100100072
522	4100100087
523	4100100034
524	4100100095
525	4100100064
529	4100100078
531	4100100121
533	4100100103
535	4100100089
536	4100100101
538	5100100066
539	5100100052
540	5100100036
541	5100100080
542	5100100060
543	5100100050
544	5100100040
545	5100100091
546	5100100117
547	5100100044
548	5100100042
549	5100100058
550	5100100109
551	5100100038
552	5100100062
553	5100100111
554	5100100074
555	5100100113
556	5100100076
557	5100100018
558	5100100105
559	5100100032
560	5100100093
561	5100100115
562	5100100068
563	5100100099
564	5100100028
565	5100100020
566	5100100070
567	5100100107
568	5100100016
569	5100100097
570	5100100027
571	5100100081
572	5100100112
573	5100100100
574	5100100090
575	5100100108
576	5100100092
577	5100100104
578	5100100019
579	5100100033
580	5100100102
581	5100100110
582	5100100053
583	5100100025
584	5100100118
586	5100100029
587	5100100045
588	5100100077
589	5100100069
590	5100100106
591	5100100013
592	5100100065
593	5100100114
594	42100100064
595	42100100072
596	42100100074
597	42100100012
598	42100100046
599	42100100048
600	42100100085
601	42100100070
602	42100100089
603	42100100034
604	42100100018
605	42100100099
606	42100100111
607	42100100026
608	42100100052
609	42100100008
610	42100100028
611	42100100022
612	42100100107
613	42100100054
614	42100100062
615	42100100066
616	42100100105
617	42100100044
618	42100100101
619	42100100014
620	42100100042
621	42100100040
622	42100100103
623	42100100091
624	42100100006
625	42100100058
626	42100100020
627	42100100083
628	42100100004
629	42100100016
630	42100100032
631	42100100060
632	42100100109
633	42100100079
634	42100100036
635	42100100068
636	42100100095
637	42100100030
638	42100100087
639	42100100097
640	42100100056
641	42100100024
642	42100100093
643	42100100050
644	42100100010
645	42100100081
646	47100100050
647	47100100006
648	47100100058
649	47100100024
650	47100100093
651	47100100056
652	47100100014
653	47100100042
654	47100100103
655	47100100091
656	47100100040
657	47100100036
658	47100100087
659	47100100032
660	47100100010
661	47100100095
662	47100100044
663	47100100016
664	47100100060
665	5100100119
666	5100100022
667	5100100082
668	5100100072
669	5100100087
670	5100100034
671	5100100095
672	5100100064
673	5100100014
674	5100100030
675	5100100012
676	5100100078
677	5100100054
678	5100100121
679	5100100024
680	5100100103
681	5100100026
682	5100100089
683	5100100101
684	5100100056
685	42100100096
686	42100100019
687	42100100067
688	42100100029
689	42100100053
690	42100100110
691	42100100009
692	42100100027
693	42100100065
694	42100100057
695	42100100043
696	42100100106
697	42100100100
698	42100100092
699	42100100104
700	42100100102
701	42100100059
702	42100100090
703	42100100013
704	42100100082
705	42100100031
706	42100100045
707	42100100017
708	42100100071
709	42100100023
710	42100100033
711	42100100094
712	42100100086
713	42100100055
714	42100100005
715	42100100088
716	42100100080
717	42100100078
718	42100100025
719	42100100063
720	42100100108
721	42100100035
722	42100100007
723	42100100021
724	42100100051
725	42100100041
726	42100100003
727	42100100069
728	42100100015
729	42100100098
730	42100100112
731	42100100047
732	42100100084
733	42100100073
734	42100100011
735	42100100061
736	42100100049
737	47100100084
738	47100100047
739	47100100098
740	47100100033
741	47100100112
742	47100100023
743	47100100108
744	47100100035
745	47100100073
746	47100100045
747	47100100051
748	47100100041
749	47100100003
750	47100100069
751	47100100088
752	47100100007
753	47100100021
754	47100100015
755	47100100071
756	47100100086
757	47100100055
758	47100100005
759	47100100080
760	47100100013
761	47100100078
762	47100100025
763	47100100063
764	47100100094
765	47100100017
766	47100100082
767	47100100031
768	47100100104
769	47100100092
770	47100100100
771	47100100106
772	47100100102
773	47100100059
774	47100100090
775	47100100096
776	47100100029
777	47100100053
778	47100100110
779	47100100057
780	47100100043
781	47100100027
782	47100100011
783	47100100061
784	47100100019
785	47100100067
786	47100100065
787	47100100009
788	47100100049
789	25100100019
790	25100100003
791	25100100023
792	25100100021
793	25100100007
794	25100100017
795	25100100025
796	25100100005
797	25100100011
798	25100100013
799	25100100015
800	25100100009
801	41100100019
802	41100100003
803	41100100023
804	41100100021
805	41100100007
806	41100100017
807	41100100025
808	41100100005
809	41100100011
810	41100100013
811	41100100015
812	41100100009
813	70100100009
814	70100100013
815	70100100015
816	70100100019
817	70100100025
818	70100100007
819	70100100017
820	70100100005
821	70100100011
822	70100100021
823	70100100003
824	70100100023
825	1100100048
826	6100100067
827	2100100048
828	7100100048
830	5100100048
831	42100100039
832	47100100039
833	47100100109
834	47100100079
835	47100100068
836	47100100083
837	47100100004
838	47100100105
839	47100100101
840	47100100020
841	47100100097
842	47100100030
843	47100100066
844	47100100008
845	47100100052
846	47100100028
847	47100100022
848	47100100054
849	47100100062
850	47100100074
851	47100100089
852	47100100026
853	47100100012
854	47100100064
855	47100100046
856	47100100048
857	47100100085
858	47100100070
859	47100100072
860	47100100018
861	47100100034
862	47100100107
863	47100100099
864	47100100111
865	47100100081
867	1100100046
870	1100100084
871	6100100105
873	2100100084
876	2100100046
878	7100100084
881	7100100046
883	4100100084
888	5100100084
891	5100100046
893	42100100075
894	42100100037
895	47100100037
896	47100100075
897	1100100122
898	6100100042
899	2100100122
900	7100100122
901	4100100122
902	5100100122
903	42100100113
904	47100100113
905	25100100002
906	41100100002
907	70100100002
908	1100100011
909	6100100045
910	2100100011
911	7100100011
913	5100100011
914	42100100002
915	47100100002
919	1100100086
920	6100100004
923	2100100086
927	7100100086
931	4100100086
935	5100100086
938	42100100077
939	47100100077
940	25100100026
941	25100100006
942	25100100008
943	25100100004
944	25100100020
945	25100100022
946	25100100024
947	25100100014
948	25100100018
949	25100100012
950	25100100010
951	25100100016
952	41100100026
953	41100100006
954	41100100008
955	41100100004
956	41100100020
957	41100100022
958	41100100024
959	41100100014
960	41100100018
961	41100100012
962	41100100010
963	41100100016
964	70100100012
965	70100100010
966	70100100016
967	70100100022
968	70100100024
969	70100100018
970	70100100014
971	70100100026
972	70100100008
973	70100100006
974	70100100020
975	70100100004
976	1110100083
977	1110100053
978	1110100064
979	1110100003
980	1110100054
981	1110100008
982	1110100006
983	1110100010
984	1110100011
985	1110100005
986	1110100070
987	1110100012
988	1110100046
989	1110100050
990	1110100068
991	1110100051
992	1110100092
993	1110100073
995	1110100082
996	1110100069
997	1110100075
998	1110100056
999	1110100089
1000	1110100076
1001	1110100066
1002	1110100047
1003	1110100065
1004	1110100024
1005	1110100095
1006	1110100052
1007	1110100072
1008	1110100094
1009	1110100030
1010	1110100071
1011	1110100081
1012	1110100025
1013	1110100067
1014	1110100093
1015	1110100027
1016	1110100034
1017	1110100033
1018	1110100086
1019	1110100088
1020	1110100074
1021	1110100091
1022	1110100084
1023	1110100036
1024	1110100045
1025	1110100017
1026	1110100023
1027	1110100040
1028	1110100014
1029	1110100063
1030	1110100013
1031	1110100085
1032	1110100035
1033	1110100028
1034	1110100032
1035	1110100090
1036	1110100049
1037	1110100031
1038	1110100037
1039	1110100055
1040	1110100039
1041	1110100057
1042	1110100080
1043	1110100016
1044	1110100029
1045	1110100087
1046	1110100009
1047	1110100048
1048	1110100058
1049	1110100026
1050	1110100018
1051	1110100007
1052	1110100038
1053	1110100015
1054	6110100036
1055	6110100028
1056	6110100005
1057	6110100022
1058	6110100044
1059	6110100045
1060	6110100050
1061	6110100039
1062	6110100042
1063	6110100017
1064	6110100032
1065	6110100009
1066	6110100056
1067	6110100016
1068	6110100027
1069	6110100037
1070	6110100059
1071	6110100015
1072	6110100052
1073	6110100054
1074	6110100041
1075	6110100003
1076	6110100034
1077	6110100064
1078	6110100043
1079	6110100030
1080	6110100018
1081	6110100062
1082	6110100031
1083	6110100061
1084	6110100057
1085	6110100038
1086	6110100021
1087	6110100029
1088	6110100053
1089	6110100033
1090	6110100058
1091	6110100065
1092	6110100051
1093	6110100060
1094	6110100063
1096	6110100055
1097	6110100040
1098	6110100011
1099	6110100006
1100	6110100008
1101	6110100013
1102	6110100035
1103	6110100012
1104	6110100019
1105	6110100010
1106	6110100020
1107	6110100014
1108	6110100007
1109	25110100050
1110	25110100037
1111	25110100033
1112	25110100007
1113	25110100015
1114	25110100044
1115	25110100008
1116	25110100052
1117	25110100047
1118	25110100031
1119	25110100023
1120	25110100056
1121	25110100054
1122	25110100048
1123	25110100019
1124	25110100051
1125	25110100004
1126	25110100014
1127	25110100022
1128	25110100030
1129	25110100027
1130	25110100038
1131	25110100025
1132	25110100026
1133	25110100005
1134	25110100029
1135	25110100010
1136	25110100028
1137	25110100011
1138	25110100045
1139	25110100012
1140	25110100046
1141	25110100009
1142	25110100017
1143	25110100039
1144	25110100034
1145	25110100049
1146	25110100040
1147	25110100013
1148	25110100016
1149	25110100006
1150	25110100018
1151	25110100002
1152	25110100003
1153	25110100057
1154	25110100043
1155	25110100036
1156	25110100024
1157	25110100032
1158	25110100053
1159	25110100041
1160	25110100055
1161	25110100035
1162	2110100018
1163	2110100007
1164	2110100058
1165	2110100029
1166	2110100087
1167	2110100009
1168	2110100026
1169	2110100080
1170	2110100016
1171	2110100057
1172	2110100048
1173	2110100039
1174	2110100090
1175	2110100055
1176	2110100085
1177	2110100023
1178	2110100063
1179	2110100013
1180	2110100027
1181	2110100076
1182	2110100089
1183	2110100088
1184	2110100094
1185	2110100037
1186	2110100035
1187	2110100034
1188	2110100071
1189	2110100033
1190	2110100086
1191	2110100036
1192	2110100093
1193	2110100028
1194	2110100032
1195	2110100045
1196	2110100017
1197	2110100074
1198	2110100052
1199	2110100091
1200	2110100072
1201	2110100065
1202	2110100084
1203	2110100024
1204	2110100081
1205	2110100025
1206	2110100030
1207	2110100056
1208	2110100049
1209	2110100040
1210	2110100067
1211	2110100031
1212	2110100014
1213	2110100095
1215	2110100092
1216	2110100050
1217	2110100068
1218	2110100075
1219	2110100073
1220	2110100066
1221	2110100047
1222	2110100070
1223	2110100012
1224	2110100046
1225	2110100082
1226	2110100069
1227	2110100051
1228	2110100011
1229	2110100064
1230	2110100083
1231	2110100053
1232	2110100005
1233	2110100054
1234	2110100008
1235	2110100006
1236	2110100003
1237	2110100010
1238	2110100015
1239	2110100038
1240	7110100018
1241	7110100007
1242	7110100058
1243	7110100029
1244	7110100087
1245	7110100009
1246	7110100026
1247	7110100080
1248	7110100016
1249	7110100057
1250	7110100048
1251	7110100039
1252	7110100090
1253	7110100055
1254	7110100085
1255	7110100023
1256	7110100063
1257	7110100013
1258	7110100027
1259	7110100076
1260	7110100089
1261	7110100088
1262	7110100094
1263	7110100037
1264	7110100035
1265	7110100034
1266	1110100079
1267	2110100079
1268	7110100079
1269	4110100079
1270	5110100079
1271	42110100079
1272	47110100079
1273	7110100071
1274	7110100033
1275	7110100086
1276	7110100036
1277	7110100093
1278	7110100028
1279	7110100032
1280	7110100045
1281	7110100017
1282	7110100074
1283	7110100052
1284	7110100091
1285	7110100072
1286	7110100065
1287	7110100084
1288	7110100024
1289	7110100081
1290	7110100025
1291	7110100030
1292	7110100056
1293	7110100049
1294	7110100040
1295	7110100067
1296	7110100031
1297	7110100014
1298	7110100095
1300	7110100092
1301	7110100050
1302	7110100068
1303	7110100075
1304	7110100073
1305	7110100066
1306	7110100047
1307	7110100070
1308	7110100012
1309	7110100046
1310	7110100082
1311	7110100069
1312	7110100051
1313	7110100011
1314	7110100064
1315	7110100083
1316	7110100053
1317	7110100005
1318	7110100054
1319	7110100008
1320	7110100006
1321	7110100003
1322	7110100010
1323	7110100015
1324	7110100038
1325	4110100018
1326	4110100007
1327	4110100058
1328	4110100029
1329	4110100087
1330	4110100009
1331	4110100026
1332	4110100080
1333	4110100016
1334	4110100057
1335	4110100048
1336	4110100039
1337	4110100090
1338	4110100055
1339	4110100085
1340	4110100023
1341	4110100063
1342	4110100013
1343	4110100027
1344	4110100076
1345	4110100089
1346	4110100088
1347	4110100094
1348	4110100037
1349	4110100035
1350	4110100034
1351	4110100071
1352	4110100033
1353	4110100086
1354	4110100036
1355	4110100093
1356	4110100028
1357	4110100032
1358	4110100045
1359	4110100017
1360	4110100074
1361	4110100052
1362	4110100091
1363	4110100072
1364	4110100065
1365	4110100084
1366	4110100024
1367	4110100081
1368	4110100025
1369	4110100030
1370	4110100056
1371	4110100049
1372	4110100040
1373	4110100067
1374	4110100031
1375	4110100014
1376	4110100095
1378	4110100092
1379	4110100050
1380	4110100068
1381	4110100075
1382	4110100073
1383	4110100066
1384	4110100047
1385	4110100070
1386	4110100012
1387	4110100046
1388	4110100082
1389	4110100069
1390	4110100051
1391	4110100011
1392	4110100064
1393	4110100083
1394	4110100053
1395	4110100005
1396	4110100054
1397	4110100008
1398	4110100006
1399	4110100003
1400	4110100010
1401	4110100015
1402	4110100038
1403	5110100018
1404	5110100007
1405	5110100058
1406	5110100029
1407	5110100087
1408	5110100009
1409	5110100026
1410	5110100080
1411	5110100016
1412	5110100057
1413	5110100048
1414	5110100039
1415	5110100090
1416	5110100055
1417	5110100085
1418	5110100023
1419	5110100063
1420	5110100013
1421	5110100027
1422	5110100076
1423	5110100089
1424	5110100088
1425	5110100094
1426	5110100037
1427	5110100035
1428	5110100034
1429	5110100071
1430	5110100033
1431	5110100086
1432	5110100036
1433	5110100093
1434	5110100028
1435	5110100032
1436	5110100045
1437	5110100017
1438	5110100074
1439	5110100052
1440	5110100091
1441	5110100072
1442	5110100065
1443	5110100084
1444	5110100024
1445	5110100081
1446	5110100025
1447	5110100030
1448	5110100056
1449	5110100049
1450	5110100040
1451	5110100067
1452	5110100031
1453	5110100014
1454	5110100095
1456	5110100092
1457	5110100050
1458	5110100068
1459	5110100075
1460	5110100073
1461	5110100066
1462	5110100047
1463	5110100070
1464	5110100012
1465	5110100046
1466	5110100082
1467	5110100069
1468	5110100051
1469	5110100011
1470	5110100064
1471	5110100083
1472	5110100053
1473	5110100005
1474	5110100054
1475	5110100008
1476	5110100006
1477	5110100003
1478	5110100010
1479	5110100015
1480	5110100038
1481	41110100050
1482	41110100037
1483	41110100033
1484	41110100007
1485	41110100015
1486	41110100044
1487	41110100008
1488	41110100052
1489	41110100047
1490	41110100031
1491	41110100023
1492	41110100056
1493	41110100054
1494	41110100048
1495	41110100019
1496	41110100051
1497	41110100004
1498	41110100014
1499	41110100022
1500	41110100030
1501	41110100027
1502	41110100038
1503	41110100025
1504	41110100026
1505	41110100005
1506	41110100029
1507	41110100010
1508	41110100028
1509	41110100011
1510	41110100045
1511	41110100012
1512	41110100046
1513	41110100009
1514	41110100017
1515	41110100039
1516	41110100034
1517	41110100049
1518	41110100040
1519	41110100013
1520	41110100016
1521	41110100006
1522	41110100018
1523	41110100002
1524	41110100003
1525	41110100057
1526	41110100043
1527	41110100036
1528	41110100024
1529	41110100032
1530	41110100053
1531	41110100041
1532	41110100055
1533	41110100035
1534	42110100088
1535	42110100033
1536	42110100086
1537	42110100032
1538	42110100090
1539	42110100074
1540	42110100036
1541	42110100034
1542	42110100028
1543	42110100035
1544	42110100085
1545	42110100084
1546	42110100049
1547	42110100023
1548	42110100080
1549	42110100091
1550	42110100014
1551	42110100026
1552	42110100058
1553	42110100037
1554	42110100045
1555	42110100017
1556	42110100055
1557	42110100027
1558	42110100015
1559	42110100038
1560	42110100007
1561	42110100063
1562	42110100013
1563	42110100018
1564	42110100095
1565	42110100076
1566	42110100016
1567	42110100050
1568	42110100067
1569	42110100029
1570	42110100087
1571	42110100009
1572	42110100048
1573	42110100081
1574	42110100025
1575	42110100093
1576	42110100030
1577	42110100071
1578	42110100070
1579	42110100012
1580	42110100046
1581	42110100005
1582	42110100011
1583	42110100054
1584	42110100003
1585	42110100051
1586	42110100092
1587	42110100056
1588	42110100089
1589	42110100039
1590	42110100068
1591	42110100024
1592	42110100094
1593	42110100057
1594	42110100066
1595	42110100047
1596	42110100082
1597	42110100069
1598	42110100075
1599	42110100065
1600	42110100052
1601	42110100072
1602	42110100008
1603	42110100006
1604	42110100083
1605	42110100053
1606	42110100064
1607	42110100010
1608	42110100073
1610	42110100040
1611	42110100031
1612	47110100075
1613	47110100064
1614	47110100010
1615	47110100052
1616	47110100072
1617	47110100030
1618	47110100071
1619	47110100065
1620	47110100008
1621	47110100006
1622	47110100083
1623	47110100053
1624	47110100067
1625	47110100081
1626	47110100025
1627	47110100093
1628	47110100009
1629	47110100048
1630	47110100094
1631	47110100057
1632	47110100066
1633	47110100047
1634	47110100016
1635	47110100039
1636	47110100073
1638	47110100082
1639	47110100069
1640	47110100076
1641	47110100056
1642	47110100089
1643	47110100024
1644	47110100029
1645	47110100087
1646	47110100054
1647	47110100003
1648	47110100095
1649	47110100051
1650	47110100092
1651	47110100068
1652	47110100050
1653	47110100070
1654	47110100012
1655	47110100046
1656	47110100005
1657	47110100011
1658	47110100018
1659	47110100038
1660	47110100015
1661	1110100096
1662	1110100059
1663	1110100077
1664	1110100019
1665	1110100041
1666	6110100023
1667	6110100046
1668	6110100066
1669	2110100019
1670	2110100077
1671	2110100096
1672	2110100059
1673	2110100041
1674	7110100019
1675	7110100077
1676	7110100096
1677	7110100059
1678	7110100041
1679	4110100019
1680	4110100077
1681	4110100096
1682	4110100059
1683	4110100041
1684	5110100019
1685	5110100077
1686	5110100096
1687	5110100059
1688	5110100041
1689	42110100041
1690	42110100019
1691	42110100077
1692	42110100059
1693	42110100096
1694	47110100096
1695	47110100077
1696	47110100059
1697	47110100019
1698	47110100041
1699	47110100055
1700	47110100037
1701	47110100045
1702	47110100017
1703	47110100027
1704	47110100084
1705	47110100007
1706	47110100063
1707	47110100013
1708	47110100033
1709	47110100086
1710	47110100032
1711	47110100090
1712	47110100085
1713	47110100035
1714	47110100028
1715	47110100049
1716	47110100058
1717	47110100026
1718	47110100080
1719	47110100074
1720	47110100036
1721	47110100034
1722	47110100088
1723	47110100091
1724	47110100023
1725	47110100014
1726	47110100040
1727	47110100031
1728	70110100049
1729	70110100040
1730	70110100024
1731	70110100041
1732	70110100053
1733	70110100032
1734	70110100036
1735	70110100055
1736	70110100035
1737	70110100043
1738	70110100057
1739	70110100006
1740	70110100003
1741	70110100018
1742	70110100002
1743	70110100013
1744	70110100016
1745	70110100012
1746	70110100017
1747	70110100039
1748	70110100034
1749	70110100046
1750	70110100009
1751	70110100028
1752	70110100054
1753	70110100048
1754	70110100015
1755	70110100011
1756	70110100044
1757	70110100038
1758	70110100025
1759	70110100008
1760	70110100037
1761	70110100026
1762	70110100005
1763	70110100030
1764	70110100027
1765	70110100007
1766	70110100014
1767	70110100022
1768	70110100045
1769	70110100019
1770	70110100033
1771	70110100029
1772	70110100010
1773	70110100023
1774	70110100056
1775	70110100051
1776	70110100004
1777	70110100052
1778	70110100047
1779	70110100031
1780	70110100050
1782	1110100022
1783	1110100044
1784	1110100002
1785	6110100026
1786	6110100002
1788	2110100002
1789	2110100044
1790	2110100022
1792	7110100002
1793	7110100044
1794	7110100022
1796	4110100002
1797	4110100044
1798	4110100022
1800	5110100002
1801	5110100044
1802	5110100022
1804	42110100044
1805	42110100002
1807	42110100022
1808	47110100022
1810	47110100002
1811	47110100044
1812	1110200095
1813	1110200017
1814	1110200011
1815	1110200012
1816	1110200073
1817	1110200068
1818	1110200018
1819	1110200060
1820	1110200045
1821	1110200047
1822	1110200028
1823	1110200038
1824	1110200072
1825	1110200069
1826	1110200019
1827	1110200033
1828	1110200100
1829	1110200078
1830	1110200014
1831	1110200087
1832	1110200075
1833	1110200051
1834	1110200010
1835	1110200070
1836	1110200098
1837	1110200048
1838	1110200055
1839	1110200034
1840	1110200083
1841	1110200090
1842	1110200029
1843	1110200036
1844	1110200009
1845	1110200030
1846	1110200046
1847	1110200026
1848	1110200097
1849	1110200056
1850	1110200057
1851	1110200027
1852	1110200040
1853	1110200085
1854	1110200039
1855	1110200006
1856	1110200049
1857	1110200094
1858	1110200059
1859	1110200096
1860	1110200035
1861	1110200091
1862	1110200005
1863	1110200058
1864	1110200066
1865	1110200071
1866	1110200020
1867	1110200084
1868	1110200074
1869	1110200088
1870	1110200067
1871	1110200077
1872	1110200092
1873	1110200007
1874	1110200101
1875	1110200053
1876	1110200076
1877	1110200013
1878	1110200054
1879	1110200065
1880	1110200037
1881	1110200008
1882	1110200089
1883	1110200032
1884	1110200099
1885	1110200086
1886	1110200050
1887	1110200003
1888	1110200016
1889	1110200031
1890	1110200004
1891	1110200015
1892	1110200025
1893	1110200052
1894	1110200093
1895	6110200032
1896	6110200037
1897	6110200038
1898	6110200006
1899	6110200034
1900	6110200068
1901	6110200066
1902	6110200018
1903	6110200062
1904	6110200031
1905	6110200047
1906	6110200063
1907	6110200020
1908	6110200045
1909	6110200039
1910	6110200069
1911	6110200054
1913	6110200019
1914	6110200012
1915	6110200027
1916	6110200011
1917	6110200008
1918	6110200061
1919	6110200010
1920	6110200040
1921	6110200021
1922	6110200058
1923	6110200041
1924	6110200053
1925	6110200055
1926	6110200014
1927	6110200007
1928	6110200016
1929	6110200067
1930	6110200033
1931	6110200064
1932	6110200017
1933	6110200035
1934	6110200048
1935	6110200060
1936	6110200009
1937	6110200004
1938	6110200042
1939	6110200057
1940	6110200029
1941	6110200005
1942	6110200044
1943	6110200003
1944	6110200056
1945	6110200015
1946	6110200030
1947	6110200036
1948	6110200022
1949	6110200043
1950	6110200013
1951	6110200046
1952	6110200059
1953	6110200065
